"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation","Manure source","Manure DM (%)","Manure pH","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Rainfall rate (mm/h)","Emission factor (% of applied TAN)"
"270-2000",2000,"April","Trailing hose","None",0,"Shallow 6 hr","Pig",3.9,7.2,"None",8.5,3.45,0.09,6.6
"271-2000",2000,"April","Trailing hose","None",0,"Shallow 4 hr","Pig",3.9,7.2,"None",8.5,3.45,0.09,6
"050-2000",2000,"April","Trailing hose","None",0,"Deep 24 hr","Pig",3.9,7.2,"None",8.5,3.45,0.09,8
"051-2000",2000,"April","Trailing hose","None",0,"Deep 12 hr","Pig",3.9,7.2,"None",8.5,3.45,0.09,6.1
"052-2000",2000,"April","Trailing hose","None",0,"Deep 6 hr","Pig",3.9,7.2,"None",8.5,3.45,0.09,4.1
"053-2000",2000,"April","Trailing hose","None",0,"Deep 4 hr","Pig",3.9,7.2,"None",8.5,3.45,0.09,3.1
"092-2000",2000,"April","Trailing hose","Winter cereal",25,"None","Digestate",5.1,7.9,"None",8.5,3.45,0.09,29
"288-2000",2000,"April","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,23
"289-2000",2000,"April","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,21
"290-2000",2000,"April","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,18
"291-2000",2000,"April","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,16
"087-2000",2000,"April","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,21
"088-2000",2000,"April","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,19
"089-2000",2000,"April","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,14
"090-2000",2000,"April","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",8.5,3.45,0.09,11
"004-2000",2000,"April","Open slot injection","Grass",10,"Not relevant","Cattle",6.4,7,"None",8.5,3.45,0.09,13
"041-2000",2000,"April","Open slot injection","Grass",10,"Not relevant","Pig",3.9,7.2,"None",8.5,3.45,0.09,9.8
"078-2000",2000,"April","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",8.5,3.45,0.09,17
"002-2000",2000,"April","Closed slot injection","None",0,"Not relevant","Cattle",6.4,7,"None",8.5,3.45,0.09,1.6
"039-2000",2000,"April","Closed slot injection","None",0,"Not relevant","Pig",3.9,7.2,"None",8.5,3.45,0.09,1.8
"076-2000",2000,"April","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",8.5,3.45,0.09,2.6
"019-2000",2000,"May","Trailing hose","Spring cereal",15,"None","Cattle",6.4,7,"None",12.5,3.33,0.09,29
"056-2000",2000,"May","Trailing hose","Spring cereal",15,"None","Pig",3.9,7.2,"None",12.5,3.33,0.09,15
"093-2000",2000,"May","Trailing hose","Spring cereal",15,"None","Digestate",5.1,7.9,"None",12.5,3.33,0.09,30
"033-2000",2000,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle",6.4,7,"None",14.3,3.22,0.09,47
"070-2000",2000,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig",3.9,7.2,"None",14.3,3.22,0.09,33
"107-2000",2000,"Spring-summer","Broadcast","Cereal and grass",15,"None","Digestate",5.1,7.9,"None",14.3,3.22,0.09,50
"020-2000",2000,"Summer","Trailing hose","Grass",10,"None","Cattle",6.4,7,"None",16.9,3.1,0.09,32
"252-2000",2000,"Summer","Trailing hose","None",0,"Shallow 24 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,28
"253-2000",2000,"Summer","Trailing hose","None",0,"Shallow 12 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,24
"254-2000",2000,"Summer","Trailing hose","None",0,"Shallow 6 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,19
"255-2000",2000,"Summer","Trailing hose","None",0,"Shallow 4 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,17
"021-2000",2000,"Summer","Trailing hose","None",0,"Deep 24 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,27
"022-2000",2000,"Summer","Trailing hose","None",0,"Deep 12 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,22
"023-2000",2000,"Summer","Trailing hose","None",0,"Deep 6 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,15
"024-2000",2000,"Summer","Trailing hose","None",0,"Deep 4 hr","Cattle",6.4,7,"None",16.9,3.1,0.09,11
"057-2000",2000,"Summer","Trailing hose","Grass",10,"None","Pig",3.9,7.2,"None",16.9,3.1,0.09,16
"272-2000",2000,"Summer","Trailing hose","None",0,"Shallow 24 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,11
"273-2000",2000,"Summer","Trailing hose","None",0,"Shallow 12 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,10
"274-2000",2000,"Summer","Trailing hose","None",0,"Shallow 6 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,9.5
"275-2000",2000,"Summer","Trailing hose","None",0,"Shallow 4 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,8.7
"058-2000",2000,"Summer","Trailing hose","None",0,"Deep 24 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,9.5
"059-2000",2000,"Summer","Trailing hose","None",0,"Deep 12 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,8.9
"060-2000",2000,"Summer","Trailing hose","None",0,"Deep 6 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,7.7
"061-2000",2000,"Summer","Trailing hose","None",0,"Deep 4 hr","Pig",3.9,7.2,"None",16.9,3.1,0.09,6.6
"094-2000",2000,"Summer","Trailing hose","Grass",10,"None","Digestate",5.1,7.9,"None",16.9,3.1,0.09,30
"292-2000",2000,"Summer","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,24
"293-2000",2000,"Summer","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,24
"294-2000",2000,"Summer","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,23
"295-2000",2000,"Summer","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,22
"095-2000",2000,"Summer","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,23
"096-2000",2000,"Summer","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,22
"097-2000",2000,"Summer","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,21
"098-2000",2000,"Summer","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",16.9,3.1,0.09,20
"006-2000",2000,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Cattle",6.4,7,"None",17.8,2.99,0.09,1.6
"043-2000",2000,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Pig",3.9,7.2,"None",17.8,2.99,0.09,1.8
"080-2000",2000,"Summer, before winter rapeseed","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",17.8,2.99,0.09,2.6
"005-2000",2000,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Cattle",6.4,7,"None",15.8,3.16,0.09,15
"042-2000",2000,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Pig",3.9,7.2,"None",15.8,3.16,0.09,10
"079-2000",2000,"Summer, grass","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",15.8,3.16,0.09,17
"034-2000",2000,"Late summer-autumn","Broadcast","Grass",10,"None","Cattle",6.4,7,"None",16.7,3.1,0.09,47
"037-2000",2000,"Late summer-autumn","Broadcast","None",0,"None","Cattle",6.4,7,"None",16.7,3.1,0.09,47
"262-2000",2000,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Cattle",6.4,7,"None",16.7,3.1,0.09,36
"263-2000",2000,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Cattle",6.4,7,"None",16.7,3.1,0.09,36
"035-2000",2000,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Cattle",6.4,7,"None",16.7,3.1,0.09,33
"036-2000",2000,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Cattle",6.4,7,"None",16.7,3.1,0.09,33
"071-2000",2000,"Late summer-autumn","Broadcast","Grass",10,"None","Pig",3.9,7.2,"None",16.7,3.1,0.09,33
"074-2000",2000,"Late summer-autumn","Broadcast","None",0,"None","Pig",3.9,7.2,"None",16.7,3.1,0.09,33
"282-2000",2000,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Pig",3.9,7.2,"None",16.7,3.1,0.09,17
"283-2000",2000,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Pig",3.9,7.2,"None",16.7,3.1,0.09,17
"072-2000",2000,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Pig",3.9,7.2,"None",16.7,3.1,0.09,12
"073-2000",2000,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Pig",3.9,7.2,"None",16.7,3.1,0.09,12
"108-2000",2000,"Late summer-autumn","Broadcast","Grass",10,"None","Digestate",5.1,7.9,"None",16.7,3.1,0.09,50
"111-2000",2000,"Late summer-autumn","Broadcast","None",0,"None","Digestate",5.1,7.9,"None",16.7,3.1,0.09,50
"302-2000",2000,"Late summer-autumn","Broadcast","None",0,"Shallow < 12 hr","Digestate",5.1,7.9,"None",16.7,3.1,0.09,32
"303-2000",2000,"Late summer-autumn","Broadcast","None",0,"Shallow > 12 hr","Digestate",5.1,7.9,"None",16.7,3.1,0.09,32
"109-2000",2000,"Late summer-autumn","Broadcast","None",0,"Deep < 12 hr","Digestate",5.1,7.9,"None",16.7,3.1,0.09,26
"110-2000",2000,"Late summer-autumn","Broadcast","None",0,"Deep > 12 hr","Digestate",5.1,7.9,"None",16.7,3.1,0.09,26
"025-2000",2000,"Autumn","Trailing hose","Grass",15,"None","Cattle",6.4,7,"None",14.6,3.33,0.09,31
"256-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,26
"257-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,21
"258-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,17
"259-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,15
"026-2000",2000,"Autumn","Trailing hose","None",0,"Deep 24 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,24
"027-2000",2000,"Autumn","Trailing hose","None",0,"Deep 12 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,18
"028-2000",2000,"Autumn","Trailing hose","None",0,"Deep 6 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,12
"029-2000",2000,"Autumn","Trailing hose","None",0,"Deep 4 hr","Cattle",6.4,7,"None",14.6,3.33,0.09,9
"062-2000",2000,"Autumn","Trailing hose","Grass",15,"None","Pig",3.9,7.2,"None",14.6,3.33,0.09,15
"276-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,11
"277-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,10
"278-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,8.9
"279-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,8
"063-2000",2000,"Autumn","Trailing hose","None",0,"Deep 24 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,9.4
"064-2000",2000,"Autumn","Trailing hose","None",0,"Deep 12 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,8.5
"065-2000",2000,"Autumn","Trailing hose","None",0,"Deep 6 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,6.9
"066-2000",2000,"Autumn","Trailing hose","None",0,"Deep 4 hr","Pig",3.9,7.2,"None",14.6,3.33,0.09,5.7
"099-2000",2000,"Autumn","Trailing hose","Grass",15,"None","Digestate",5.1,7.9,"None",14.6,3.33,0.09,30
"296-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,24
"297-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,24
"298-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,23
"299-2000",2000,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,21
"100-2000",2000,"Autumn","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,22
"101-2000",2000,"Autumn","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,22
"102-2000",2000,"Autumn","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,20
"103-2000",2000,"Autumn","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",14.6,3.33,0.09,18
"007-2000",2000,"Autumn","Open slot injection","Grass",10,"Not relevant","Cattle",6.4,7,"None",14.6,3.33,0.09,15
"044-2000",2000,"Autumn","Open slot injection","Grass",10,"Not relevant","Pig",3.9,7.2,"None",14.6,3.33,0.09,10
"081-2000",2000,"Autumn","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",14.6,3.33,0.09,17
"008-2000",2000,"Autumn","Closed slot injection","None",0,"Not relevant","Cattle",6.4,7,"None",14.6,3.33,0.09,1.6
"045-2000",2000,"Autumn","Closed slot injection","None",0,"Not relevant","Pig",3.9,7.2,"None",14.6,3.33,0.09,1.8
"082-2000",2000,"Autumn","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",14.6,3.33,0.09,2.6
"032-2000",2000,"Winter-spring","Broadcast","None",0,"None","Cattle",6.4,7,"None",11.9,3.42,0.09,47
"260-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Cattle",6.4,7,"None",11.9,3.42,0.09,35
"261-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Cattle",6.4,7,"None",11.9,3.42,0.09,35
"030-2000",2000,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Cattle",6.4,7,"None",11.9,3.42,0.09,32
"031-2000",2000,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Cattle",6.4,7,"None",11.9,3.42,0.09,32
"069-2000",2000,"Winter-spring","Broadcast","None",0,"None","Pig",3.9,7.2,"None",11.9,3.42,0.09,33
"280-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Pig",3.9,7.2,"None",11.9,3.42,0.09,17
"281-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Pig",3.9,7.2,"None",11.9,3.42,0.09,17
"067-2000",2000,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Pig",3.9,7.2,"None",11.9,3.42,0.09,12
"068-2000",2000,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Pig",3.9,7.2,"None",11.9,3.42,0.09,12
"106-2000",2000,"Winter-spring","Broadcast","None",0,"None","Digestate",5.1,7.9,"None",11.9,3.42,0.09,50
"300-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Digestate",5.1,7.9,"None",11.9,3.42,0.09,32
"301-2000",2000,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Digestate",5.1,7.9,"None",11.9,3.42,0.09,32
"104-2000",2000,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Digestate",5.1,7.9,"None",11.9,3.42,0.09,25
"105-2000",2000,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Digestate",5.1,7.9,"None",11.9,3.42,0.09,25
"017-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Cattle",7,7,"None",4.4,4.48,0.09,24
"244-1990",1990,"March","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,7,"None",4.4,4.48,0.09,15
"245-1990",1990,"March","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,7,"None",4.4,4.48,0.09,11
"246-1990",1990,"March","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,7,"None",4.4,4.48,0.09,9.3
"247-1990",1990,"March","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,7,"None",4.4,4.48,0.09,8.5
"009-1990",1990,"March","Trailing hose","None",0,"Deep 24 hr","Cattle",7,7,"None",4.4,4.48,0.09,11
"010-1990",1990,"March","Trailing hose","None",0,"Deep 12 hr","Cattle",7,7,"None",4.4,4.48,0.09,7.1
"011-1990",1990,"March","Trailing hose","None",0,"Deep 6 hr","Cattle",7,7,"None",4.4,4.48,0.09,4.3
"012-1990",1990,"March","Trailing hose","None",0,"Deep 4 hr","Cattle",7,7,"None",4.4,4.48,0.09,3.2
"054-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Pig",3.7,7.2,"None",4.4,4.48,0.09,14
"264-1990",1990,"March","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,8.5
"265-1990",1990,"March","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,7.1
"266-1990",1990,"March","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,5.8
"267-1990",1990,"March","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,5.3
"046-1990",1990,"March","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,6.9
"047-1990",1990,"March","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,5
"048-1990",1990,"March","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,3.3
"049-1990",1990,"March","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,7.2,"None",4.4,4.48,0.09,2.5
"091-1990",1990,"March","Trailing hose","Winter cereal",15,"None","Digestate",5.1,7.9,"None",4.4,4.48,0.09,28
"284-1990",1990,"March","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,22
"285-1990",1990,"March","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,19
"286-1990",1990,"March","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,16
"287-1990",1990,"March","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,14
"083-1990",1990,"March","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,20
"084-1990",1990,"March","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,17
"085-1990",1990,"March","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,12
"086-1990",1990,"March","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",4.4,4.48,0.09,9.1
"003-1990",1990,"March","Open slot injection","Grass",10,"Not relevant","Cattle",7,7,"None",4.4,4.48,0.09,13
"040-1990",1990,"March","Open slot injection","Grass",10,"Not relevant","Pig",3.7,7.2,"None",4.4,4.48,0.09,9.6
"077-1990",1990,"March","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",4.4,4.48,0.09,16
"001-1990",1990,"March","Closed slot injection","None",0,"Not relevant","Cattle",7,7,"None",4.4,4.48,0.09,1.6
"038-1990",1990,"March","Closed slot injection","None",0,"Not relevant","Pig",3.7,7.2,"None",4.4,4.48,0.09,1.8
"075-1990",1990,"March","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",4.4,4.48,0.09,2.6
"018-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Cattle",7,7,"None",7.6,4.02,0.09,27
"248-1990",1990,"April","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,7,"None",7.6,4.02,0.09,18
"249-1990",1990,"April","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,7,"None",7.6,4.02,0.09,14
"250-1990",1990,"April","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,7,"None",7.6,4.02,0.09,11
"251-1990",1990,"April","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,7,"None",7.6,4.02,0.09,10
"013-1990",1990,"April","Trailing hose","None",0,"Deep 24 hr","Cattle",7,7,"None",7.6,4.02,0.09,15
"014-1990",1990,"April","Trailing hose","None",0,"Deep 12 hr","Cattle",7,7,"None",7.6,4.02,0.09,9.6
"015-1990",1990,"April","Trailing hose","None",0,"Deep 6 hr","Cattle",7,7,"None",7.6,4.02,0.09,5.8
"016-1990",1990,"April","Trailing hose","None",0,"Deep 4 hr","Cattle",7,7,"None",7.6,4.02,0.09,4.3
"055-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Pig",3.7,7.2,"None",7.6,4.02,0.09,14
"268-1990",1990,"April","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,9.3
"269-1990",1990,"April","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,8
"270-1990",1990,"April","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,6.6
"271-1990",1990,"April","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,5.9
"050-1990",1990,"April","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,7.8
"051-1990",1990,"April","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,6
"052-1990",1990,"April","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,4.1
"053-1990",1990,"April","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,7.2,"None",7.6,4.02,0.09,3.2
"092-1990",1990,"April","Trailing hose","Winter cereal",25,"None","Digestate",5.1,7.9,"None",7.6,4.02,0.09,29
"288-1990",1990,"April","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,23
"289-1990",1990,"April","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,21
"290-1990",1990,"April","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,18
"291-1990",1990,"April","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,16
"087-1990",1990,"April","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,21
"088-1990",1990,"April","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,19
"089-1990",1990,"April","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,15
"090-1990",1990,"April","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",7.6,4.02,0.09,12
"004-1990",1990,"April","Open slot injection","Grass",10,"Not relevant","Cattle",7,7,"None",7.6,4.02,0.09,14
"041-1990",1990,"April","Open slot injection","Grass",10,"Not relevant","Pig",3.7,7.2,"None",7.6,4.02,0.09,9.7
"078-1990",1990,"April","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",7.6,4.02,0.09,17
"002-1990",1990,"April","Closed slot injection","None",0,"Not relevant","Cattle",7,7,"None",7.6,4.02,0.09,1.6
"039-1990",1990,"April","Closed slot injection","None",0,"Not relevant","Pig",3.7,7.2,"None",7.6,4.02,0.09,1.8
"076-1990",1990,"April","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",7.6,4.02,0.09,2.6
"019-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Cattle",7,7,"None",11.7,3.45,0.09,31
"056-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Pig",3.7,7.2,"None",11.7,3.45,0.09,15
"093-1990",1990,"May","Trailing hose","Spring cereal",15,"None","Digestate",5.1,7.9,"None",11.7,3.45,0.09,30
"033-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Cattle",7,7,"None",13.7,3.4,0.09,51
"070-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Pig",3.7,7.2,"None",13.7,3.4,0.09,32
"107-1990",1990,"Spring-summer","Broadcast","Cereal and grass",15,"None","Digestate",5.1,7.9,"None",13.7,3.4,0.09,50
"020-1990",1990,"Summer","Trailing hose","Grass",10,"None","Cattle",7,7,"None",16.4,3.18,0.09,35
"252-1990",1990,"Summer","Trailing hose","None",0,"Shallow 24 hr","Cattle",7,7,"None",16.4,3.18,0.09,30
"253-1990",1990,"Summer","Trailing hose","None",0,"Shallow 12 hr","Cattle",7,7,"None",16.4,3.18,0.09,25
"254-1990",1990,"Summer","Trailing hose","None",0,"Shallow 6 hr","Cattle",7,7,"None",16.4,3.18,0.09,20
"255-1990",1990,"Summer","Trailing hose","None",0,"Shallow 4 hr","Cattle",7,7,"None",16.4,3.18,0.09,17
"021-1990",1990,"Summer","Trailing hose","None",0,"Deep 24 hr","Cattle",7,7,"None",16.4,3.18,0.09,29
"022-1990",1990,"Summer","Trailing hose","None",0,"Deep 12 hr","Cattle",7,7,"None",16.4,3.18,0.09,22
"023-1990",1990,"Summer","Trailing hose","None",0,"Deep 6 hr","Cattle",7,7,"None",16.4,3.18,0.09,15
"024-1990",1990,"Summer","Trailing hose","None",0,"Deep 4 hr","Cattle",7,7,"None",16.4,3.18,0.09,11
"057-1990",1990,"Summer","Trailing hose","Grass",10,"None","Pig",3.7,7.2,"None",16.4,3.18,0.09,15
"272-1990",1990,"Summer","Trailing hose","None",0,"Shallow 24 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,10
"273-1990",1990,"Summer","Trailing hose","None",0,"Shallow 12 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,9.9
"274-1990",1990,"Summer","Trailing hose","None",0,"Shallow 6 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,9.1
"275-1990",1990,"Summer","Trailing hose","None",0,"Shallow 4 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,8.3
"058-1990",1990,"Summer","Trailing hose","None",0,"Deep 24 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,9
"059-1990",1990,"Summer","Trailing hose","None",0,"Deep 12 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,8.3
"060-1990",1990,"Summer","Trailing hose","None",0,"Deep 6 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,7.3
"061-1990",1990,"Summer","Trailing hose","None",0,"Deep 4 hr","Pig",3.7,7.2,"None",16.4,3.18,0.09,6.2
"094-1990",1990,"Summer","Trailing hose","Grass",10,"None","Digestate",5.1,7.9,"None",16.4,3.18,0.09,30
